Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,0,20.61111,-0.2607204,1.085916,-0.3889802,88.57851
,,0,21.05556,-0.2538117,1.084231,-0.3894448,89.16198
,,0,21.5,-0.2517074,1.083155,-0.3888713,89.04217
,,0,21.94444,-0.2523423,1.083886,-0.386869,89.14774
,,0,22.38889,-0.2527775,1.083927,-0.3864182,89.11519
,,0,22.83333,-0.2545359,1.084634,-0.3887977,90.76453
,,0,23.27778,-0.2575263,1.085515,-0.3941873,94.83027
,,0,23.72222,-0.2198991,1.088513,-0.3791438,86.72318
,,0,24.16667,0.05320781,1.089019,-0.3518376,83.53538
,,0,24.61111,0.3627485,1.08651,-0.3151186,82.78925
,,0,25.05556,0.6800438,1.084338,-0.2793964,82.62887
,,0,25.5,0.9730524,1.086827,-0.230103,82.689
,,0,25.94444,1.243292,1.086807,-0.07598156,82.48409
,,0,26.38889,1.480106,1.08755,0.1761377,82.79234
,,0,26.83333,1.681124,1.091841,0.4551292,84.78847
,,0,27.27778,1.685213,1.096019,0.4646243,89.46971
,,0,27.72222,1.68381,1.103611,0.4357927,120.5815
,,0,28.16667,1.647653,1.099477,0.3964193,194.9874
,,0,28.61111,1.621681,1.095025,0.4299341,243.2648
,,0,29.05556,1.629925,1.103829,0.4332962,250.4625
,,0,29.5,1.664786,1.107338,0.4382491,250.7397
,,0,29.94444,1.660205,1.10221,0.4303875,247.6513
,,0,30.38889,1.647403,1.101233,0.4400027,250.1831
,,0,30.83333,1.644606,1.099271,0.440757,250.0124
,,0,31.27778,1.648835,1.092345,0.4290087,247.8558
,,0,31.72222,1.654707,1.093977,0.4288552,246.1883
,,0,32.16667,1.651889,1.092059,0.4303751,247.38
,,0,32.61111,1.656813,1.092915,0.4309044,247.5331
,,0,33.05556,1.657628,1.091574,0.4335347,249.8273
,,0,33.5,1.665776,1.093355,0.4329078,249.1714
,,0,33.94445,1.636522,1.093371,0.4320004,248.7759
,,0,34.38889,1.448125,1.095105,0.4161533,248.1245
,,0,34.83334,1.260852,1.096874,0.4032488,246.6609
,,0,35.27778,1.069091,1.098549,0.3963006,246.0101
,,0,35.72222,1.058083,1.099656,0.4004046,247.9872
,,0,36.16667,1.054319,1.096787,0.3987801,248.9705
,,0,36.61111,1.068116,1.105435,0.39424,240.1121
,,0,37.05556,1.068434,1.105059,0.394313,240.4615
,,0,37.5,1.0689,1.104254,0.3947138,241.1721
,,0,37.94445,1.066253,1.102813,0.3955978,242.2285
,,0,38.38889,1.065942,1.102355,0.396341,242.8668
,,0,38.83334,1.063274,1.100601,0.3982362,245.0474
,,0,39.27778,1.064376,1.102602,0.3959228,241.2163
,,0,39.72222,1.064826,1.102167,0.3971354,241.6266
,,0,40.16667,1.06459,1.10201,0.3976096,241.747
,,0,40.61111,1.063365,1.101558,0.3982908,242.1313
,,0,41.05556,1.062585,1.101008,0.3993374,242.3596
,,0,41.5,1.062727,1.101112,0.3993074,242.3418
,,0,41.94445,1.062817,1.100936,0.3997413,242.5051
,,0,42.38889,1.001544,1.101049,0.3684485,242.2528
,,0,42.83334,0.8759323,1.101201,0.3109469,242.2675
,,0,43.27778,0.68653,1.100879,0.2614106,242.4758
,,0,43.72222,0.4586443,1.101072,0.1984565,241.9588
,,0,44.16667,0.3686842,1.101254,0.1715322,241.2827
,,0,44.61111,0.3685786,1.102353,0.1722795,239.4372
,,0,45.05556,0.3671733,1.104077,0.1711352,235.5188
,,0,45.5,0.3485362,1.098501,0.1817744,228.8311
,,0,45.94445,0.3440948,1.097388,0.1768005,226.7001
,,0,46.38889,0.345532,1.098515,0.1790448,225.0394
,,0,46.83334,0.3442411,1.099266,0.1794956,225.2136
,,0,47.27778,0.3464279,1.098671,0.1799405,224.8905
,,0,47.72223,0.3450164,1.097731,0.1809727,225.5634
,,0,48.16667,0.3464088,1.097968,0.1799681,226.1043
,,0,48.61111,0.3472397,1.098158,0.1800451,226.2129
,,0,49.05556,0.3469707,1.098188,0.1799682,226.2147
,,0,49.5,0.3470301,1.098004,0.1802876,226.3495
,,0,49.94445,0.347439,1.097879,0.1803739,226.3111
,,0,50.38889,0.3467881,1.09759,0.1805531,226.3262
,,0,50.83334,0.3462591,1.097027,0.1814785,226.366
,,0,51.27778,0.3464105,1.097027,0.1815712,226.417
,,0,51.72223,0.3469589,1.097484,0.1813353,226.3906
,,0,52.16667,0.3473944,1.09738,0.1815579,226.4121
,,0,52.61111,0.3477165,1.097733,0.1811157,226.3226
,,0,53.05556,0.3485007,1.098161,0.1823773,226.1734
,,0,53.5,0.3470427,1.097673,0.1821873,226.4303
,,0,53.94445,0.3469724,1.097608,0.1821625,226.4149
,,0,54.38889,0.346611,1.097227,0.1823283,226.4715
,,0,54.83334,0.3400528,1.093614,0.1855693,236.2926
,,0,55.27778,0.1850173,1.087025,0.3061936,261.1685
,,0,55.72223,-0.07395881,1.087196,0.58395,267.771
,,0,56.16667,-0.2879501,1.08614,0.8881655,267.132
,,0,56.61111,-0.4917322,1.087859,1.185341,264.9326
,,0,57.05556,-0.7189298,1.089281,1.464477,261.3567
,,0,57.5,-0.9678692,1.090238,1.709162,258.3697
,,0,57.94445,-1.132568,1.090242,1.837599,253.9173
,,0,58.38889,-1.128054,1.089199,1.8246,242.2372
,,0,58.83334,-1.121001,1.091877,1.814447,232.2273
,,0,59.27778,-1.078743,1.10607,1.800572,175.6355
,,0,59.72223,-1.039005,1.103474,1.822274,137.0143
,,0,60.16667,-1.050088,1.103614,1.819922,143.2742
,,0,60.61111,-1.060461,1.102443,1.815235,147.4752
,,0,61.05556,-1.062422,1.101482,1.816123,149.0054
,,0,61.5,-1.065694,1.101226,1.818334,151.5694
,,0,61.94445,-1.0324,1.101089,1.798149,152.5588
,,0,62.38889,-0.7540077,1.101164,1.620323,156.5737
,,0,62.83334,-0.4902737,1.102861,1.432145,160.6974
,,0,63.27778,-0.2306895,1.105032,1.222241,169.4854
,,0,63.72223,-0.01717019,1.106133,0.998552,180.2548
,,0,64.16667,0.1069241,1.107149,0.7721984,191.3061
,,0,64.61111,0.1025055,1.107212,0.5570757,190.7209
,,0,65.05556,0.1136358,1.108335,0.5403007,189.5056
,,0,65.5,0.1100492,1.107109,0.5394491,191.0261
,,0,65.94444,0.1295879,1.10729,0.432634,190.8733
,,0,66.38889,0.1384914,1.109973,0.4324173,192.3936
,,0,66.83334,0.1850445,1.112263,0.4302745,196.732
,,0,67.27778,0.1847445,1.112007,0.4331325,196.6231
,,0,67.72222,0.1841695,1.112067,0.432614,196.9529
,,0,68.16667,0.1821463,1.111654,0.4326202,197.8821
,,0,68.61111,0.1819255,1.112001,0.4326407,197.471
,,0,69.05556,0.1815331,1.111675,0.4327521,197.5469
,,0,69.5,0.1810412,1.111448,0.4327596,198.0237
,,0,69.94444,0.1805453,1.111641,0.4326098,197.9906
,,0,70.38889,0.1807146,1.111376,0.4332002,197.9238
,,0,70.83334,0.1809313,1.111482,0.4331032,198.0094
,,0,71.27778,0.1799797,1.111352,0.4331409,198.1895
,,0,71.72222,0.1793218,1.111195,0.4336282,198.4418
,,0,72.16667,0.1779214,1.110717,0.4340814,198.7108
,,0,72.61111,0.1770387,1.110541,0.4342114,199.058
,,0,73.05556,0.1774771,1.110537,0.4343015,199.0601
,,0,73.5,0.1778009,1.110525,0.4344406,199.2239
,,0,73.94444,0.175801,1.110308,0.4340806,201.0602
,,0,74.38889,0.1522315,1.105519,0.4327627,212.4131
,,0,74.83334,0.1479857,1.104464,0.4329258,212.3963
,,0,75.27778,0.1415694,1.102815,0.4335099,212.9673
,,0,75.72222,0.1334558,1.100188,0.4357079,213.9507
,,0,76.16667,0.1321359,1.098752,0.4388696,212.4215
,,0,76.61111,0.1253202,1.097065,0.4392666,212.9623
,,0,77.05556,0.1279762,1.099537,0.4358684,211.4569
,,0,77.5,0.1269908,1.09877,0.4367214,211.9447
,,0,77.94444,0.1267507,1.098641,0.4367602,212.0498
,,0,78.38889,0.1268063,1.098646,0.437039,211.9785
,,0,78.83334,0.1265181,1.098301,0.4372998,212.1218
,,0,79.27778,0.1263049,1.098067,0.4372422,212.1752
,,0,79.72222,0.1262491,1.097846,0.4372404,212.3052
,,0,80.16667,0.1259415,1.097925,0.4369613,212.284
,,0,80.61111,0.1256524,1.097468,0.4372499,212.3199
,,0,81.05556,0.1256744,1.097403,0.4374185,212.3143
,,0,81.5,0.1254094,1.097505,0.4371425,212.3805
,,0,81.94444,0.1256926,1.097581,0.4371363,212.3083
,,0,82.38889,0.1256561,1.097536,0.4371217,212.2792
,,0,82.83334,0.125592,1.097344,0.4372917,212.3262
,,0,83.27778,0.1249597,1.097012,0.4370517,212.3817
,,0,83.72222,0.1240107,1.096218,0.4387126,212.3579
,,0,84.16667,0.1248455,1.097038,0.4423074,207.3249
,,0,84.61111,0.1621356,1.1031,0.4549121,155.693
,,0,85.05556,0.2019993,1.091094,0.4654233,124.1854
,,0,85.5,0.1045649,1.102229,0.4540538,206.2898
,,0,85.94444,0.05673212,1.080966,0.4995812,271.6823
,,0,86.38889,0.03255576,1.069923,0.5471799,293.8622
,,0,86.83334,-0.004108071,1.055355,0.449612,250.7563
,,0,87.27778,0.002700329,1.078702,0.3530596,219.8183
,,0,87.72222,-0.04065883,1.087948,0.2497206,197.1886
,,0,88.16667,-0.03630662,1.10739,0.2294005,180.9435
,,0,88.61111,0.09917891,1.18538,0.4061552,150.0236
,,0,89.05556,0.1961675,1.200219,0.4641441,96.89713
,,0,89.5,0.2079945,1.198919,0.5024252,57.33961
,,0,89.94445,0.1543831,1.200553,0.5496656,22.82232
,,0,90.38889,0.1759801,1.228134,0.4755864,99.00931
,,0,90.83334,0.0619964,1.213177,0.4224228,228.0425
,,0,91.27778,0.05259156,1.197033,0.501134,307.3011
,,0,91.72222,0.08478045,1.198244,0.5127057,326.0278
,,0,92.16667,0.03110266,1.200889,0.4472438,271.1643
,,0,92.61111,0.05026537,1.20141,0.397454,208.1559
,,0,93.05556,0.07639432,1.206698,0.405745,196.1587
,,0,93.5,0.1020324,1.255821,0.4643462,219.1537
,,0,93.94445,0.1450609,1.250411,0.4906805,196.3645
,,0,94.38889,0.1634175,1.248944,0.4963465,175.6813
,,0,94.83334,0.1434174,1.247479,0.4963802,194.4126
,,0,95.27778,0.1097083,1.245621,0.4944352,215.4906
,,0,95.72222,0.09831607,1.242446,0.4876801,211.9371
,,0,96.16667,0.1040293,1.236307,0.4739408,206.6789
,,0,96.61111,0.1182797,1.242218,0.4733863,196.0099
,,0,97.05556,0.1318986,1.245743,0.4816878,183.8453
,,0,97.5,0.1422105,1.244569,0.4844963,174.6129
,,0,97.94445,0.125549,1.241955,0.4808762,180.1247
,,0,98.38889,0.103394,1.243163,0.5095939,182.1406
,,0,98.83334,0.09165287,1.247683,0.5420173,180.758
,,0,99.27778,0.08959043,1.248695,0.5494672,176.3639
,,0,99.72222,0.09597397,1.249734,0.5508726,172.4016
,,0,100.1667,0.09522748,1.249448,0.5498465,174.0812
,,0,100.6111,0.0909431,1.248703,0.5502822,176.2182
,,0,101.0556,0.09091508,1.246045,0.5453815,177.1766
,,0,101.5,0.09028625,1.239743,0.5359743,178.0934
,,0,101.9445,0.08882546,1.234375,0.5245861,179.2647
,,0,102.3889,0.08829343,1.230242,0.5196415,179.9275
,,0,102.8333,0.08736062,1.228211,0.5173238,181.4505
,,0,103.2778,0.08680379,1.227412,0.5168577,182.2811
,,0,103.7222,0.08848333,1.227415,0.5167701,182.1257
,,0,104.1667,0.08958316,1.227451,0.5166124,182.0835
,,0,104.6111,0.09068239,1.228086,0.5171638,182.2774
,,0,105.0556,0.09050584,1.22819,0.5171384,182.675
,,0,105.5,0.08970594,1.227876,0.5165191,183.402
,,0,105.9445,0.08880877,1.227396,0.5164397,184.5284
,,0,106.3889,0.08818376,1.226458,0.5141919,184.5742
,,0,106.8333,0.08828187,1.225941,0.5142657,184.4006
,,0,107.2778,0.0887711,1.225592,0.5135517,184.1268
,,0,107.7222,0.08755493,1.22506,0.5129015,184.3532
,,0,108.1667,0.08762169,1.219655,0.5089046,187.3682
,,0,108.6111,0.0934341,1.219323,0.5065,183.0099
,,0,109.0556,0.4866429,1.218998,0.3992702,162.5372
,,0,109.5,0.8652309,1.220709,0.3041609,160.6207
,,0,109.9445,1.167714,1.220476,0.1851048,163.426
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,0,16.03333,0.4256144,1.185741,-0.2062732,93.8806
,,0,16.47778,0.3991622,1.174253,-0.1148034,41.22357
,,0,16.92222,0.3984686,1.186003,-0.1340847,41.04202
,,0,17.36667,0.4147762,1.100512,-0.3255367,165.144
,,0,17.81111,0.319402,1.07936,-0.3178477,247.2496
,,0,18.25556,0.30597,1.113454,-0.186725,300.0516
,,0,18.7,0.4321957,1.206141,-0.2190231,304.2167
,,0,19.14445,0.487725,1.19659,-0.234755,293.9679
,,0,19.58889,0.5066265,1.133551,-0.1609954,287.1355
,,0,20.03333,0.5269003,1.117068,-0.1818328,291.1848
,,0,20.47778,0.7118869,1.12287,-0.3279075,296.8328
,,0,20.92222,0.8659334,1.130298,-0.4576219,300.08
,,0,21.36667,0.9186637,1.123452,-0.5049493,295.0544
,,0,21.81111,0.9726463,1.118133,-0.5623528,301.8331
,,0,22.25556,0.9778915,1.123188,-0.5654819,300.8217
,,0,22.7,0.9922162,1.167583,-0.5944413,300.2934
,,0,23.14445,1.023651,1.185126,-0.6131943,302.4636
,,0,23.58889,1.038643,1.187999,-0.6051968,313.519
,,0,24.03333,1.020056,1.162382,-0.593572,306.7297
,,0,24.47778,1.019138,1.180492,-0.6024768,299.4122
,,0,24.92222,1.021632,1.177597,-0.5995219,292.7744
,,0,25.36667,1.023285,1.157843,-0.5743687,306.5293
,,0,25.81111,1.013183,1.176557,-0.5793459,301.3669
,,0,26.25556,1.023076,1.196348,-0.5935357,296.9008
,,0,26.7,1.033477,1.181254,-0.5771555,312.0202
,,0,27.14445,1.004015,1.162197,-0.5853209,300.6394
,,0,27.58889,1.001592,1.150809,-0.5769836,306.786
,,0,28.03333,1.001491,1.180866,-0.5932221,300.3338
,,0,28.47778,1.011647,1.191607,-0.6055723,299.577
,,0,28.92222,1.012738,1.181052,-0.5988911,302.6912
,,0,29.36667,0.9959983,1.162718,-0.5902025,301.5144
,,0,29.81111,1.009151,1.174,-0.6035828,299.3534
,,0,30.25556,1.042082,1.16835,-0.6223933,298.592
,,0,30.7,1.234047,1.158429,-0.8239114,303.291
,,0,31.14445,1.50536,1.1625,-1.049515,303.5025
,,0,31.58889,1.502565,1.178398,-1.05291,303.5335
,,0,32.03333,1.505055,1.193099,-1.051917,304.7983
,,0,32.47778,1.503038,1.196759,-1.058818,301.3087
,,0,32.92222,1.509411,1.203794,-1.076549,296.2976
,,0,33.36667,1.446702,1.219631,-1.089095,266.2432
,,0,33.81111,1.467883,1.270201,-1.238524,205.3231
,,0,34.25556,1.605167,1.162868,-1.274963,143.1967
,,0,34.7,1.754363,0.8841571,-1.426563,97.51543
,,0,35.14444,1.765761,0.8194661,-1.457528,85.78614
,,0,35.58889,1.768801,0.8064702,-1.471879,86.29031
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,-1,8.144444,0.4133344,1.215331,-0.1771929,186.8261
,,-1,8.588889,0.3591199,1.222953,-0.1202526,258.1593
,,-1,9.033334,0.3851302,1.250366,-0.130109,264.4268
,,-1,9.477778,0.4233959,1.2591,-0.1610701,221.0562
,,-1,9.922222,0.4326718,1.266742,-0.1347494,204.1578
,,-1,10.36667,0.442677,1.266136,-0.1039325,201.6025
,,-1,10.81111,0.4513447,1.268044,-0.08138108,200.831
,,-1,11.25556,0.4287665,1.262957,-0.04791331,229.3816
,,-1,11.7,0.4119201,1.258632,-0.04615444,235.5643
,,-1,12.14444,0.5061591,1.253749,0.08294642,231.308
,,-1,12.58889,0.4405673,1.235792,0.2203149,222.7867
,,-1,13.03333,0.3876653,1.249978,0.2188632,205.5738
,,-1,13.47778,0.3844168,1.25914,0.2430413,202.6701
,,-1,13.92222,0.3864373,1.259958,0.2559323,204.2104
,,-1,14.36667,0.4574552,1.257866,0.2519308,198.6859
,,-1,14.81111,0.5283525,1.256046,0.02849549,195.2523
,,-1,15.25556,0.5645168,1.254707,-0.1378123,196.4642
,,-1,15.7,0.5229697,1.249482,-0.1874037,205.9003
,,-1,16.14445,0.453616,1.2464,-0.2342727,209.163
,,-1,16.58889,0.4434981,1.246436,-0.2245271,212.488
,,-1,17.03333,0.4267988,1.244856,-0.2308678,218.5718
,,-1,17.47778,0.1672407,1.244061,-0.297302,218.557
,,-1,17.92222,0.1480992,1.244814,-0.317207,216.5521
,,-1,18.36667,0.1385353,1.227946,-0.3334544,217.4439
,,-1,18.81111,0.1229719,1.238178,-0.320929,249.3007
,,-1,19.25556,0.1574674,1.247315,-0.3602657,169.792
,,-1,19.7,0.2269757,1.234132,-0.293063,81.9056
,,-1,20.14445,0.3417854,1.235309,-0.2631354,83.19463
,,-1,20.58889,0.6113219,1.233951,-0.1985162,95.91624
,,-1,21.03333,0.8754727,1.232665,-0.08325624,106.3986
,,-1,21.47778,1.152617,1.233683,0.02925372,107.9808
,,-1,21.92222,1.442219,1.244483,0.1263527,114.2446
,,0,30.91111,0.4394388,1.247162,0.19945,201.7722
,,0,31.35556,0.4839987,1.252996,0.2164343,147.4673
,,0,31.8,0.5110806,1.240096,0.2406805,100.5299
,,0,32.24445,0.4938837,1.232828,0.2611126,68.29287
,,0,32.68889,0.4290524,1.235671,0.2934384,36.04531
,,0,33.13334,0.3893862,1.240417,0.2909263,11.99806
,,0,33.57778,0.3736951,1.266591,0.2047577,7.503573
,,0,34.02222,0.3528475,1.265999,0.1421063,18.099
,,0,34.46667,0.4401037,1.223388,0.1647286,60.81931
,,0,34.91111,0.52831,1.137382,0.1656898,124.3854
,,0,35.35556,0.5217423,1.173525,0.1545376,171.8087
,,0,35.8,0.4974208,1.258846,0.1603714,207.5003
,,0,36.24445,0.5399876,1.26439,0.01710343,243.9818
,,0,36.68889,0.5665067,1.25047,-0.2523669,277.9791
,,0,37.13334,0.4948301,1.242002,-0.3790391,294.7858
,,0,37.57778,0.3709324,1.237788,-0.658108,307.5712
,,0,38.02222,0.2907583,1.220467,-1.013355,325.9303
,,0,38.46667,0.2651756,1.184186,-1.035631,331.9887
,,0,38.91111,0.2517195,1.226535,-1.062478,336.3839
,,0,39.35556,0.2503822,1.236304,-1.093742,334.5895
,,0,39.8,0.2632428,1.236624,-1.089579,335.0847
,,0,40.24445,0.2630795,1.232331,-1.078497,335.5102
,,0,40.68889,0.245202,1.232406,-1.026632,333.9814
,,0,41.13334,0.2150508,1.237635,-0.81493,334.7946
,,0,41.57778,0.2214771,1.236748,-0.8152217,336.0931
,,0,42.02222,0.2202066,1.233279,-0.7926331,335.4442
,,0,42.46667,0.1964346,1.233346,-0.5647919,332.1996
,,0,42.91111,0.1976826,1.240312,-0.4898722,332.8654
,,0,43.35556,0.2131653,1.239353,-0.4968882,340.8951
,,0,43.8,0.201751,1.236903,-0.7438,333.8041
,,0,44.24445,0.2049814,1.236451,-0.7322216,339.3492
,,0,44.68889,0.2082155,1.234418,-0.7308047,342.2025
,,0,45.13334,0.193397,1.23224,-0.7346492,332.895
,,0,45.57778,0.1945298,1.230371,-0.6974709,334.6667
,,0,46.02222,0.2014813,1.23,-0.5198305,334.5574
,,0,46.46667,0.219925,1.232331,-0.3128179,329.3671
,,0,46.91111,0.2417839,1.235549,-0.1202999,318.2423
,,0,47.35556,0.279835,1.246509,-0.02147865,297.8578
,,0,47.8,0.280041,1.24864,-0.002748013,282.9528
,,0,48.24445,0.2905576,1.248221,0.08259714,276.8824
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,-1,6.622222,0.4341554,1.211335,-0.1710904,173.5879
,,-1,7.066667,0.5039255,1.229486,-0.1470783,123.2591
,,-1,7.511111,0.4706323,1.261272,-0.123809,153.8412
,,-1,7.955556,0.4400094,1.269529,-0.06665307,202.0479
,,-1,8.400001,0.427074,1.264881,-0.04055458,228.1019
,,-1,8.844444,0.4494496,1.260795,-0.06174046,237.9183
,,-1,9.288889,0.5161857,1.258933,-0.03085339,233.2108
,,-1,9.733334,0.6187828,1.253472,0.07442045,229.2304
,,-1,10.17778,0.6216752,1.252782,0.07747698,235.21
,,-1,10.62222,0.4232001,1.255399,-0.005832374,231.4913
,,-1,11.06667,0.2831594,1.258855,-0.06456381,189.8665
,,-1,11.51111,0.314696,1.254081,-0.08276594,171.9696
,,-1,11.95556,0.2919146,1.253827,-0.08932507,184.8306
,,-1,12.4,0.2259053,1.246954,-0.09246624,205.5736
,,-1,12.84445,0.183422,1.254181,-0.1043437,200.6539
,,-1,13.28889,0.1972395,1.263685,-0.09016871,195.7419
,,-1,13.73333,0.243232,1.256744,-0.02156436,200.8045
,,-1,14.17778,0.2907326,1.251365,0.3156655,196.6157
,,-1,14.62222,0.2775779,1.243761,0.4493604,184.589
,,-1,15.06667,0.2747331,1.245618,0.4527086,181.088
,,-1,15.51111,0.2653131,1.244015,0.4535686,182.3498
,,-1,15.95556,0.2617696,1.246449,0.4507135,178.6506
,,-1,16.4,0.2462527,1.252419,0.4592636,189.7914
,,-1,16.84444,0.2370256,1.254456,0.4639224,194.9684
,,-1,17.28889,0.2301208,1.251707,0.4564605,193.049
,,-1,17.73333,0.2227282,1.250606,0.4514649,191.3273
,,-1,18.17778,0.2296084,1.250175,0.4455166,180.7034
,,-1,18.62222,0.4083723,1.241148,0.4984524,88.99451
,,-1,19.06667,0.6271106,1.238414,0.5137968,106.5275
,,-1,19.51111,0.8816796,1.234295,0.3980145,111.3515
,,-1,19.95556,1.141872,1.238606,0.2865451,110.9263
,,-1,20.4,1.368663,1.242417,0.21687,110.0802
,,0,28.97778,0.506001,1.241839,-0.211915,182.3189
,,0,29.42222,0.5161438,1.218408,-0.2190298,165.5885
,,0,29.86667,0.4500563,1.214943,-0.2272006,225.2513
,,0,30.31111,0.4196266,1.217599,-0.1756016,281.4532
,,0,30.75556,0.4342327,1.240048,-0.1840711,293.7388
,,0,31.2,0.4436101,1.244931,-0.2127095,294.2314
,,0,31.64445,0.4269807,1.232324,-0.2585872,294.3728
,,0,32.08889,0.3179353,1.233789,-0.5145364,304.3917
,,0,32.53333,0.2246338,1.238142,-0.6513307,338.4277
,,0,32.97778,0.2124342,1.240877,-0.6592005,337.4263
,,0,33.42222,0.2182361,1.241179,-0.6766987,340.6851
,,0,33.86667,0.2144479,1.242814,-0.6883141,330.4336
,,0,34.31111,0.2195967,1.243024,-0.6920918,333.9832
,,0,34.75556,0.219201,1.244217,-0.6929106,338.8389
,,0,35.2,0.2064077,1.244236,-0.6813147,334.0165
,,0,35.64444,0.2058124,1.246707,-0.6648053,334.061
,,0,36.08889,0.2127272,1.247957,-0.6487951,340.5884
,,0,36.53333,0.2040265,1.247544,-0.6596128,331.2042
,,0,36.97778,0.2053128,1.244578,-0.6607301,331.9238
,,0,37.42222,0.2219679,1.244185,-0.6571394,339.493
,,0,37.86667,0.2233402,1.245673,-0.6596469,340.5674
,,0,38.31111,0.2199365,1.245743,-0.6664838,334.5895
,,0,38.75556,0.2204487,1.245515,-0.6705412,334.4148
,,0,39.2,0.2233271,1.245243,-0.6680707,336.2238
,,0,39.64444,0.2202337,1.244837,-0.6618268,335.5027
,,0,40.08889,0.2164506,1.243607,-0.6606948,332.0901
,,0,40.53333,0.2294844,1.246296,-0.6614677,333.8355
,,0,40.97778,0.2352018,1.245026,-0.6581329,335.2154
,,0,41.42222,0.2283089,1.242565,-0.6543437,333.0835
,,0,41.86667,0.2278804,1.24193,-0.6553009,332.703
,,0,42.31111,0.2278211,1.242145,-0.6565557,332.5568
,,0,42.75556,0.2295403,1.241885,-0.6541089,332.8221
,,0,43.2,0.2289693,1.241489,-0.6540033,332.7523
,,0,43.64445,0.2304429,1.241279,-0.6541669,333.1653
,,0,44.08889,0.2346904,1.239666,-0.6499834,337.1411
,,0,44.53333,0.2261655,1.238693,-0.6474847,334.1262
,,0,44.97778,0.2253217,1.237501,-0.648496,334.0269
,,0,45.42222,0.2246429,1.235602,-0.6474266,334.7998
,,0,45.86667,0.1538523,1.234325,-0.517603,334.4364
,,0,46.31111,0.08659881,1.234567,-0.3712497,334.0839
,,0,46.75556,0.06826299,1.235562,-0.3197102,335.1117
,,0,47.2,0.07896298,1.234353,-0.3246763,340.3055
,,0,47.64445,0.08257598,1.23453,-0.3258221,344.4518
,,0,48.08889,0.08250171,1.23519,-0.3214763,349.2577
,,0,48.53333,0.06056112,1.233739,-0.3356645,333.8987
,,0,48.97778,0.06282061,1.232402,-0.3418764,334.7618
,,0,49.42222,0.06285232,1.231562,-0.3321174,335.0978
,,0,49.86667,0.05960625,1.231826,-0.3273428,332.9727
,,0,50.31111,0.05873257,1.231755,-0.3282844,331.6222
,,0,50.75556,0.05887717,1.230582,-0.3254245,330.5637
